CustomerID,Recency,Frequency,Monetary,Cluster,Target
12346.0,2.3345741373435525,-0.4250965025587132,8.358668183148236,1,0
12347.0,-0.9053403195403357,0.35441679662391234,0.25096626418824564,0,1
12348.0,-0.17535959314365723,-0.03533985296740041,-0.02859600628948439,0,1
12349.0,-0.7353448079137119,-0.4250965025587132,-0.03301179869117063,0,1
12350.0,2.1745783616949654,-0.4250965025587132,-0.191347272524876,1,0
12352.0,-0.5653492962870882,0.4843356798210166,0.05026299230752249,0,1
12353.0,1.114606348023076,-0.4250965025587132,-0.2186497531339413,1,0
12354.0,1.3945989554081033,-0.4250965025587132,-0.10846076863834926,1,0
12355.0,1.2146037078034428,-0.4250965025587132,-0.17744014100029096,1,0
12356.0,-0.6953458640015652,-0.16525873616450468,0.08423978347786663,0,1
12357.0,-0.5953485042211982,-0.4250965025587132,0.4620954344303197,0,1
12358.0,-0.9053403195403357,-0.2951776193616089,-0.09859671839059161,0,1
12359.0,-0.345355104770281,-0.03533985296740041,0.4804428349080742,0,1
12360.0,-0.4053535206385011,-0.16525873616450468,0.06762131759124854,0,1
12361.0,1.9445844342001213,-0.4250965025587132,-0.20742391656729625,1,0
12362.0,-0.8953405835622991,0.7441734462152251,0.35290331312240986,0,1
12363.0,0.17463116608762697,-0.2951776193616089,-0.1671377379668784,0,0
12364.0,-0.8453419036721156,-0.03533985296740041,-0.08245999553998513,0,1
12365.0,1.9845833781122681,-0.2951776193616089,-0.1571935826415391,1,0
12367.0,-0.8853408475842623,-0.4250965025587132,-0.20976031466342654,0,1
12370.0,-0.4153532566165378,-0.03533985296740041,0.16593138662380102,0,1
12371.0,-0.47535167248475796,-0.2951776193616089,-0.018502766514201564,0,1
12372.0,-0.2053588010777673,-0.16525873616450468,-0.08413552674606713,0,1
12373.0,2.184578097673002,-0.4250965025587132,-0.18798730954853626,1,0
12374.0,-0.6753463920454919,-0.4250965025587132,-0.14589542899096625,0,1
12375.0,-0.8153426957380054,-0.2951776193616089,-0.17765152939946466,0,1
12377.0,2.2245770415851487,-0.2951776193616089,-0.04741179895698695,1,0
12378.0,0.3746258856483608,-0.4250965025587132,0.21743561379721016,0,0
12379.0,-0.1053614412974004,-0.2951776193616089,-0.13373392061534714,0,1
12380.0,-0.7053455999796019,-0.03533985296740041,0.0746026976165902,0,1
12381.0,-0.8753411116062256,0.09457903022970385,-0.02324787979038998,0,1
12383.0,0.9246113644403788,0.09457903022970385,-0.022663780266357413,1,0
12384.0,-0.6353474481333451,-0.2951776193616089,-0.16343621584029483,0,1
12386.0,2.4545709690799926,-0.2951776193616089,-0.18383742150160007,1,0
12388.0,-0.7653440158478221,0.2244979134268081,0.08081640398177478,0,1
12390.0,-0.1253609132534738,-0.4250965025587132,-0.1673780531996232,0,1
12391.0,-0.7053455999796019,-0.4250965025587132,-0.17727436799251792,0,1
12393.0,-0.2053588010777673,-0.03533985296740041,-0.05247621997297983,0,1
12394.0,-0.28535668890206084,-0.2951776193616089,-0.08697925700021426,0,1
12395.0,-0.7353448079137119,1.0040112126094336,0.10729224469301879,0,1
12397.0,-0.5653492962870882,-0.2951776193616089,0.03956673930933368,0,1
12398.0,-0.4653519365067213,-0.4250965025587132,-0.04657292078342396,0,1
12399.0,0.2646287898899572,-0.03533985296740041,-0.10520649986159637,0,0
12401.0,2.1045802098487085,-0.4250965025587132,-0.21917266127926568,1,0
12402.0,2.3045749294094424,-0.4250965025587132,-0.2034520398038748,1,0
12403.0,-0.42535299259457454,-0.4250965025587132,-0.1809669895549257,0,1
12405.0,0.5646208692310579,-0.4250965025587132,-0.03825868127276605,1,0
12406.0,-0.7053455999796019,-0.2951776193616089,0.15142457958787592,0,1
12407.0,-0.42535299259457454,0.09457903022970385,-0.03851123478125254,0,1
12408.0,-0.5953485042211982,0.09457903022970385,0.09281992734327464,0,1
12409.0,-0.13536064923151048,-0.16525873616450468,1.0033609933671686,0,1
12410.0,2.1645786257169286,-0.2951776193616089,-0.1514137787799216,1,0
12412.0,-0.17535959314365723,-0.16525873616450468,-0.09205257858038288,0,1
12413.0,-0.25535748096795075,-0.16525873616450468,-0.1442076595091426,0,1
12414.0,1.2446029157375529,-0.16525873616450468,-0.16597955205351095,1,0
12415.0,-0.6853461280235285,2.1732811613833722,13.669070753554323,2,1
12417.0,-0.8953405835622991,0.6142545630181209,0.1774364783914597,0,1
12418.0,0.20463037402173703,-0.4250965025587132,-0.15416739082178943,0,0
12420.0,-0.28535668890206084,-0.4250965025587132,-0.16175400921108105,0,1
12421.0,-0.7653440158478221,-0.03533985296740041,-0.1387627393746371,0,1
12422.0,0.03463486239511329,-0.16525873616450468,-0.13914991391628154,0,0
12423.0,-0.9153400555183724,0.4843356798210166,-0.02169028105963646,0,1
12424.0,0.7046171729235716,-0.2951776193616089,-0.03263241214317995,1,0
12425.0,-0.14536038520954717,-0.4250965025587132,-0.14208264981218602,0,1
12426.0,1.0246087242207458,-0.4250965025587132,-0.1637188087528744,1,0
12427.0,-0.7053455999796019,-0.16525873616450468,-0.13667555707542736,0,1
12428.0,-0.6653466560674551,0.6142545630181209,0.6566606547413519,0,1
12429.0,-0.8353421676940789,-0.03533985296740041,0.18870681777898343,0,1
12430.0,-0.49535114444083134,-0.4250965025587132,-0.20002532259621703,0,1
12431.0,-0.5653492962870882,1.3937678622007466,0.49322293249390675,0,1
12432.0,-0.49535114444083134,0.09457903022970385,0.33433339854026195,0,1
12433.0,-0.9153400555183724,0.35441679662391234,1.2596082359865624,0,1
12434.0,-0.07536223336329032,-0.2951776193616089,-0.1388628707216141,0,1
12435.0,-0.1253609132534738,-0.2951776193616089,0.6425788496448182,0,1
12436.0,0.07463380630726006,-0.4250965025587132,-0.17192067864081367,0,0
12437.0,-0.9053403195403357,1.7835245117920593,0.32232765003771824,0,1
12438.0,-0.7853434878038954,-0.2951776193616089,0.09485593139847386,0,1
12441.0,2.744563312443056,-0.4250965025587132,-0.209242969370712,1,0
12442.0,-0.8953405835622991,-0.4250965025587132,-0.20940874237848506,0,1
12444.0,-0.7153453359576386,0.09457903022970385,0.3283410937089488,0,1
12445.0,-0.7053455999796019,-0.4250965025587132,-0.2137099400164087,0,1
12446.0,-0.345355104770281,-0.4250965025587132,-0.11703757479219135,0,1
12447.0,1.5045960511665069,-0.4250965025587132,-0.1755387579782497,1,0
12448.0,-0.4853514084627947,-0.4250965025587132,-0.17854714866964794,0,1
12449.0,-0.7053455999796019,-0.03533985296740041,0.22396306504958938,0,1
12450.0,0.6346190210773148,-0.2951776193616089,-0.20653608529076675,1,0
12451.0,-0.8153426957380054,0.09457903022970385,0.7767136894847018,0,1
12452.0,-0.7553442798697854,-0.2951776193616089,-0.18064768181512125,0,1
12453.0,0.41462482956050756,-0.4250965025587132,-0.14988288174169526,0,0
12454.0,-0.36535457672635435,-0.4250965025587132,0.16400107676818865,0,1
12455.0,-0.1953590650997306,0.2244979134268081,0.04590394100245659,0,1
12456.0,-0.4853514084627947,-0.16525873616450468,0.1253615025402816,0,1
12457.0,-0.26535721694598746,0.35441679662391234,0.03437437268331461,0,1
12458.0,-0.215358537055804,-0.2951776193616089,-0.12314669952831105,0,1
12461.0,0.014635390439039907,-0.2951776193616089,-0.13655539945905493,0,0
12462.0,-0.7353448079137119,-0.2951776193616089,-0.0962013540567971,0,1
12463.0,-0.39535378466046445,-0.03533985296740041,-0.0789353721263943,0,1
12464.0,-0.8253424317160422,0.4843356798210166,-0.09370252066445965,0,1
12465.0,-0.7553442798697854,-0.2951776193616089,-0.14597775920959177,0,1
12468.0,0.9546105723744889,-0.2951776193616089,-0.1473851609198798,1,0
12471.0,-0.9053403195403357,3.34255111015731,1.9770137348201513,0,1
12472.0,-0.6053482401992349,0.35441679662391234,0.5026419545328776,0,1
12473.0,-0.6353474481333451,0.09457903022970385,0.2096398321497888,0,1
12474.0,-0.7553442798697854,1.7835245117920593,0.5920570222423056,0,1
12475.0,-0.38535404868242773,-0.4250965025587132,-0.14807050436141134,0,1
12476.0,-0.7653440158478221,0.8740923294123294,0.5298231649550488,0,1
12477.0,-0.6953458640015652,0.2244979134268081,1.2422376724270947,0,1
12478.0,-0.8853408475842623,-0.4250965025587132,-0.15278669080402862,0,1
12479.0,-0.8153426957380054,-0.4250965025587132,-0.16989691286135605,0,1
12480.0,-0.6453471841113817,-0.03533985296740041,0.13655284942074566,0,1
12481.0,-0.6953458640015652,0.7441734462152251,0.3940784355698792,0,1
12483.0,-0.7553442798697854,0.4843356798210166,0.04791991878826042,0,1
12484.0,-0.5953485042211982,0.2244979134268081,0.2767467483232604,0,1
12488.0,-0.8253424317160422,-0.16525873616450468,-0.08406654737370517,0,1
12489.0,2.4345714971239194,-0.4250965025587132,-0.19128830628721175,1,0
12490.0,-0.8753411116062256,0.7441734462152251,0.3742312900285135,0,1
12491.0,-0.5353500883529781,-0.4250965025587132,-0.17732888394809426,0,1
12492.0,-0.29535642488009756,-0.2951776193616089,-0.19926766207075763,0,1
12493.0,0.7346163808576817,-0.2951776193616089,-0.18029499695965778,1,0
12494.0,-0.7653440158478221,0.35441679662391234,-0.08991421803716271,0,1
12497.0,-0.1053614412974004,-0.4250965025587132,-0.11249939963308878,0,1
12498.0,-0.7153453359576386,-0.16525873616450468,-0.18363715880764606,0,1
12500.0,-0.6953458640015652,0.8740923294123294,0.24516087120462282,0,1
12501.0,2.444571233101956,-0.4250965025587132,0.012808305685510113,1,0
12502.0,0.03463486239511329,0.09457903022970385,0.18575516818420548,0,0
12504.0,-0.7453445438917486,-0.2951776193616089,-0.17492016876803618,0,1
12506.0,1.4045986913861401,-0.4250965025587132,-0.22037423744298984,1,0
12507.0,0.41462482956050756,-0.16525873616450468,-0.0833823165026956,0,0
12508.0,-0.6653466560674551,-0.2951776193616089,-0.18424128460107403,0,1
12509.0,1.9145852262660112,-0.4250965025587132,-0.2089147610667318,1,0
12510.0,0.5046224533628378,-0.2951776193616089,-0.1192337890025538,1,0
12512.0,-0.26535721694598746,-0.2951776193616089,-0.21319481986473807,0,1
12513.0,0.20463037402173703,-0.4250965025587132,-0.16043005028994053,0,0
12514.0,1.7445897146393876,-0.4250965025587132,-0.1153275538999284,1,0
12515.0,2.604567008750543,-0.4250965025587132,-0.18586229985157965,1,0
12516.0,-0.14536038520954717,-0.2951776193616089,-0.08257570287426967,0,1
12517.0,-0.6453471841113817,0.09457903022970385,0.04990696974049314,0,1
12518.0,-0.9153400555183724,0.09457903022970385,0.0002918873133835954,0,1
12519.0,-0.28535668890206084,-0.4250965025587132,-0.1906307771087294,0,1
12520.0,-0.13536064923151048,0.09457903022970385,0.06452837154018086,0,1
12521.0,0.5046224533628378,-0.4250965025587132,-0.1618330017181407,1,0
12522.0,-0.5353500883529781,-0.2951776193616089,-0.20711017168010162,0,1
12523.0,-0.7353448079137119,0.8740923294123294,-0.029427096469393593,0,1
12524.0,-0.8353421676940789,0.4843356798210166,0.27051635340024627,0,1
12526.0,-0.9153400555183724,-0.16525873616450468,-0.08206392043416492,0,1
12527.0,-0.1053614412974004,-0.16525873616450468,-0.18975518410794148,0,1
12528.0,-0.8353421676940789,0.2244979134268081,-0.013438345498208685,0,1
12530.0,-0.3253556328142076,-0.03533985296740041,-0.043611258053948346,0,1
12531.0,-0.7753437518258587,-0.4250965025587132,-0.21462002270337754,0,1
12532.0,-0.6253477121553084,-0.4250965025587132,-0.1896305762094812,0,1
12534.0,0.3846256216263975,-0.4250965025587132,-0.10737267466786574,0,0
12535.0,-0.0053640815170334765,-0.2951776193616089,-0.148852641438354,0,0
12536.0,-0.49535114444083134,-0.16525873616450468,1.1734908273042444,0,1
12538.0,-0.6353474481333451,-0.4250965025587132,-0.1880596266324641,0,1
12539.0,-0.7053455999796019,-0.03533985296740041,0.39096657581993816,0,1
12540.0,-0.7253450719356752,1.653605628594955,1.2623195703485954,0,1
12541.0,-0.6253477121553084,-0.16525873616450468,-0.11938843630510722,0,1
12544.0,-0.5653492962870882,-0.4250965025587132,-0.18708612742574313,0,1
12545.0,-0.17535959314365723,-0.2951776193616089,-0.11725118833240898,0,1
12546.0,-0.4553522005286846,-0.2951776193616089,-0.09932656465300183,0,1
12547.0,1.0546079321548558,-0.2951776193616089,-0.2054324153329757,1,0
12548.0,0.7346163808576817,-0.4250965025587132,-0.21795995941032187,1,0
12550.0,-0.13536064923151048,-0.4250965025587132,-0.12120748910852293,0,1
12551.0,2.654565688640726,-0.4250965025587132,-0.20986044601040357,1,0
12552.0,-0.5353500883529781,-0.2951776193616089,-0.17984106818669532,0,1
12553.0,-0.8453419036721156,0.7441734462152251,0.18224055790531238,0,1
12556.0,-0.42535299259457454,-0.2951776193616089,-0.16138463579778806,0,1
12557.0,-0.7653440158478221,0.09457903022970385,1.105527231828858,0,1
12558.0,-0.8453419036721156,-0.4250965025587132,-0.19851667696843006,0,1
12559.0,2.184578097673002,-0.2951776193616089,-0.1660574319900486,1,0
12560.0,-0.8753411116062256,-0.16525873616450468,0.008872031178791607,0,1
12561.0,2.1045802098487085,-0.4250965025587132,-0.20197788386226878,1,0
12562.0,-0.8453419036721156,0.35441679662391234,0.19219361379482736,0,1
12564.0,1.6845912987711673,-0.4250965025587132,-0.17771828363078265,1,0
12565.0,1.9645839061561947,-0.4250965025587132,-0.21231700172290624,1,0
12566.0,-0.06536249738525363,-0.4250965025587132,-0.18942808837448324,0,1
12567.0,-0.6953458640015652,0.7441734462152251,0.8174070688961594,0,1
12569.0,-0.9053403195403357,3.602388876551519,0.23034921984567877,0,1
12571.0,-0.5253503523749414,-0.2951776193616089,-0.17074135388752884,0,1
12572.0,-0.8353421676940789,-0.2951776193616089,-0.11502270957690947,0,1
12573.0,1.3446002755179198,-0.4250965025587132,-0.2106904236197908,1,0
12574.0,2.2345767775631855,-0.4250965025587132,-0.20424752772708105,1,0
12576.0,-0.5653492962870882,0.09457903022970385,-0.08215626378748819,0,1
12577.0,-0.5753490322651249,-0.16525873616450468,-0.15536674184446964,0,1
12578.0,-0.7153453359576386,-0.2951776193616089,0.08235731415469885,0,1
12579.0,-0.14536038520954717,-0.4250965025587132,-0.17955179985098393,0,1
12580.0,1.5445949950786537,-0.4250965025587132,-0.18230207418128588,1,0
